Book,Chapter,Verse,Scripture
40,5,1,"<TS1>Jesus va'ora ka'ojomo'iki adani kidipohi<Ts><TS3><i>(Lucas 6.20-23)</i><Ts> Hari. Jesus va'ora noki'aha adani ija'ari vaipohiki. Oniania, ogaimori'aha arabo namahikia vithima'o'aha, kidipohi-ra va'ora ka'ojomo'ira kaimoni. Vajoroni'aha kidiania vavithiribanaoni'aha. Jesus va'ora ni'aha: Series([], )"
40,5,3,—Deua bikajoamoraki ida ija'ari abononi nava'ibodivaraniki:<CI><PI>“Deus hora kajoamorarihi;<CI><PI2>ni-nahina-ra okaabokaki.”<CI><PI0>Nihi ida ija'ari. Nini vani Deua bivaka'da'diki ida ija'ari.<CM>
40,5,4,Deua bikajoamoraki ida ija'ari abononi nava'ibodivaraniki:<CI><PI>“Jahari kabadania okabadanina mani hida<CI><PI2>hora naasaraja.”<CI><PI0>Nihi ida ija'ari. Deus vania binava'ijahaja bana ida ija'ari.<CM>
40,5,5,"Deua bikajoamoraki ida ija'ari abononi nava'ibodivaraniki:<CI><PI>“Jokoa hovani ka'oa<CI><PI2>oabono ovaka'da'dirihi.<CI><PI>Deus hora vaka'da'divini-ra onofiki ho.”<CI><PI0>Nihi ida ija'ari. Nini vani, nahina hahavi araboa hojaki-ra vaka'da'diki ida ija'ari.<CM>"
40,5,6,"Deua bikajoamoraki ida ija'ari abononi nava'ibodivaraniki:<CI><PI>“Onofi'oamanija ida<CI><PI2>badani Deua binofiki<CI>bada oni'avini.”<CI><PI0>Nihi ida ija'ari. Nini vani Deua bikajoamoraki hida ija'ari, bada bini'aja kaimoni hida badani Deua binofiki.<CM>"
40,5,7,"Deua bikajoamoraki ida ija'ari abononi nava'ibodivaraniki:<CI><PI>“Onofiki ida hoariha-ra<CI><PI2>ova'adivini,<CI>ni-onamakhaniki.”<CI><PI0>Nihi ida ija'ari. Nini vani Deua biva'adija ida ija'ari.<CM>"
40,5,8,Deua bikajoamoraki ida ija'ari abononi nava'ibodivaraniki:<CI><PI>“Ni-onofipa'itxiki ida Jahari kahojaia okahojaina.<CI><PI2>Deus kahojai ka'oa vani ida onofija.”<CI><PI0>Nihi ida ija'ari. Nini vani binokira bana ada Deus.<CM>
40,5,9,"Deua bikajoamoraki ida ija'ari abononi nava'ibodivaraniki:<CI><PI>“Oanariakaki ida hoariha ihamahiki.”<CI><PI0>Nihi ida ija'ari. Nini vani ida ija'ari kahojai, Deus kahojai fori hija, oniani ida kidisaia Deus ija'ari-ra naonivini hija.<CM>"
40,5,10,"Deua bikajoamoraki ida ija'ari abononi nava'ibodivaraniki:<CI><PI>“Hora vanajaharihariki adani,<CI>kaba'i bada oni'aki ida<CI><PI2>badani Deus hora honariavini hi'iki.”<CI><PI0>Nihi ida ija'ari. Nini vani Deua bivaka'da'diki ida ija'ari — va'ora ni'aha ada Jesus.<CM>"
40,5,11,"Vara ni'ianaha ada Jesus:<CM>—Kodipohi avihini mani ida vahoariha onii jaharikia a'onira vani'avini hija, a'onira vanajahariharivini hija jaboni, korijanahia vara vavani'aki bana ida varani avihini jaboni. Hari'a avava'ini soko iniva bana. Deus a'onira kajoamoraki bana a'oni. A'onira vanajahariharivini kaba'i, khai vakhani bana. Deua binaibavijahaki ida kidija'ari vajaharihariki vakadimoni kidinahina jahaki kidiania, va'ora naabosira kaimoni. Onivani fori vihiki jaboni adani Deus athi namoniva abono kohana. Mahi 'bo'dakari vajaharihari'iki jaboni adani — va'ora ni'aha ada Jesus.<CM>"
40,5,13,"<TS1>Jokira karajomihi varani hini<Ts><TS3><i>(Marcos 9.50; Lucas 14.34-35)</i><Ts>Hari. Jesus va'ora ni'aha adani kidipohi:<CM>—Jokira fori avihiki a'oni. Avakajokirahi ida baimana; ni-'baxaki. Hojai jahakia avakahojaihi; ija'ari vahoariha hojai jaharikia vakahojaiki-ra avanadabahi. Avaabononi avakava'igairi bana! Nahina binajaharihi ida jokira; ni-ponini jahajanaki. Hokahika'oaki ida jokira jahajanariki ija'ari vaadahakia vakada'aha'aha'iki ida. A'onivani jaboni, nahina bana binajahariki bana ida avakadihojai; ni-avajahajanaki jaboni.<CM>"
40,5,14,"Lamparina fori avihiki a'oni. Aha'diki ida lamparina, ni-bakibakini kania vahojaki adani ija'ari. Vagaki fori hihi ida avakadihojai jahaki; Deus kahagihi-ra anavagahi ija'ari hahavi vakadimoni. Hari. Sidaji arabo namahiki namania hojaki fori avihiki a'oni. Ahojariki ida sidaji. Ahojariki jaboni ida avakadihojai, ija'ari hahavia vanokiki ida. Varaja akaasiaki kabodinia ahojaki kaimoni hirihi ida lamparina aha'diki. Anaibavihi ida lamparina aha'diki nama, ija'ari gora bodinia vahojaki-ra navagaja kaimoni. Lamparina vagani fori hiva ida avakadihojai jahaki. Onofiki ida ija'ari vahoariha avakadihojai jahaki-ra vanokivini. Avakadihojai jahaki-ra vanokiha; khai vani'aha ada avakadiabi'i nama hojaki — va'ora ni'aha ada Jesus.<CM>"
40,5,17,"<TS1>Deus kava'isohihi jiriki<Ts><TS2>varani hini<Ts>Jesus va'ora ni'aha:<CM>—Hari'a avaabononi vani'a bana:<CI><PI>“Kha'aha ada Jesus, binihimaja kaimoni ida Deus kava'isohihi jiriki<CI>Moisé-ra nava'isohi'bo'davini hi'iki.<CI>Binihima'iki jaboni ida ojomo'ihi kavaranihi Deus athi namoniva abono<CI>va'ora nava'isohi'bo'davini hi'iki adani akadija'ari avikhananavaki.”<CI><PI0>Hari'a vakava'ibodivarani hida athii-ra avanaabajanaravini. Onihimavini kaimoni hirihi ida hora rakhaja hida. Hora rakhaki ida ija'ari-ra va'ora onava'isohijahakivini Deus kava'isohihi jiriki nahina hini ida binofiki vakadiania.<CM>"
40,5,18,"Vakava'ihoki bana hida kodivarani. Nama, arabo hiki hojani oadani, ni-ihimirihi ida Deus kava'isohihi, ni-athi pitani pa'itxi hoarani Deua bini'aki avisonirihi, namithahahaviki bana ida varani Deua bini'aki. Namithahahaviki bana ida varani Deua bivava'isohihijora'iki, nama, arabo hiki ihimini viahania.<CM>"
40,5,19,"Ija'aria bikajoniki ida Deus kava'isohihi jiriki pitani pa'itxi, va'ora ka'ojomo'ivini hiki jaboni adani vahoariha Deus athi-ra vakajoniki, Deus ija'ari-ra vaka'da'divini kamahini ni-Deua biva'ahaki ida ija'ari vahoariha-ra va'ora vaka'da'divini. Ija'aria binaabahi ida Deus kava'isohihi jiriki, va'ora ka'ojomo'ivini hiki jaboni adani vahoariha vanaabavinia, Deus ija'ari-ra vaka'da'divini kamahini Deua bihonariaki bana ida ija'ari vahoariha-ra va'ora vaka'da'divini.<CM>"
40,5,20,"A'onira onava'isohivini judeus kaija'ari vaka'ojomo'iva abono, farisio khama jaboni vaabono vara vavani'a'badaraki:<CI><PI>“Jahaki ida akadihojai. Anaabajahakiki ida Deus kava'isohihi jiriki.”<CI><PI0>Vakhani'badarana. Ni-vanaabajahakiki ida Deus va'ora honariavini hiki. Va'oaniaro fori avihihi; ni-Deua khai bini'aki bana ida ka'da'di avihini kidiania.<CM>"
40,5,21,<TS1>Ija'ari va'ini jokojokoni varani hini<Ts><sup>(21-22)</sup> Asia vara ni'aha ada Jesus:
40,5,23," Deu-ra khai ani'avini kagorania ihojani vani ikava'ihokiki ida iigamini ira kaja'oriavini, hari'a bana Deu-ra kanava'iga kaho. Inako'di'imidia ada iigamini mahija ianariakavini. Naothinia ajoi'iana bana Deu-ra khai ani'avini kagorania mahija Deu-ra ikanava'igavini. Series([], )"
40,5,25,"Ija'ari ira anaathidanoarariki badani asohirikia ikabadaninia. Inasohijoraki bana ida avakadivarani. Ija'ari vakadihojai hiki ida ihamahiki-ra anariakajorakivini. Bianariakahi; ni-pohimajaki. Bianariakarihi; ija'ari nasohiva abonoa jaharikia biarakha'ihi. Ija'ari nasohiva abono ira arakhaki bana i sorara vasa'a kabodinia. Sorara ira obaiki bana i cadeia. Ija'ari nasohiva abono ira honariaki bana kadabadani asohiriki-ra inaabosivini jiniro karahoa. Ka'oa hiki hida kodivarani. Inaabosihahaviravini oadani ida jiniro, ni-cadeia iokhaonaniki bana. Jahari kabadania ikabadanihi; jorakia bana Deu-ra anariaka'a mahija jaharikia ira arakharavini — va'ora ni'aha ada Jesus.<CM>"
40,5,27,<TS1>Jahari kahojai varani<Ts><TS2>hini hida<Ts>Vara ni'ianaha ada Jesus:<CM>—Avarigaki ida Deus kava'isohihi jiriki:<CI><PI>“Hari'a makhira bivi'omava ida hoariha kagamo.<CI>Hari'a gamoa bivi'omava ada hoariha kamakhira.<CI>Jahari kabadani ida hojana hiki.”<CI><PI0>Asohiki ida Deua bivava'isohihi'bo'daki athini.
40,5,28,"Hovani a'onira onava'isohijahakiki bana Deua binofikia. Makhira vada bini'ahi ida gamo kidigamo hiriki, bivi'omavini binofiki ida, ovari va'i bodinia bivi'omaki fori hiki ida gamo.<CM>"
40,5,29,"Ija'aria binokiki ida Jahari kabadani, binofiki ida bada bini'avini, bianivini jahaki ida nokhoni 'ba'dani aniaja, binahokahi'ihi ida nokhoni 'ba'dani bada bini'aria kaimoni ida Jahari kabadani. Jahari kabadani-ra bada ni'ahi; Ibavi Jaharika'oaki kania hokahihi. Jahariki ida abononi hahavi Ibavi Jaharika'oaki kania hokahini. Jahaki ida nokhoni 'ba'dani hoaranini kaba'i, Deus Ibavi Jahaka'oakia okhani.<CM>"
40,5,30,"Ija'aria binofihi ida Jahari kabadani-ra bada ni'avini, biakava'boavini kajahaki ida sa'ani aniaja kahokahini, bada bini'aria kaimoni ida Jahari kabadani. Jahariki ida abononi hahavi Ibavi Jaharika'oaki kania okhani. Jahaki ida sa'ani kahoaranini kaba'i Deus Ibavi Jahaka'oaki okhani.<CM>"
40,5,31,<TS1>Makhira kidigamo-ra nahojahavini varani hini<Ts><TS3><i>(Mateus 19.3-9; Marcos 10.2-12; Lucas 16.18)</i><Ts><sup>(31-32)</sup> Hari. Vara ni'iana ada Jesus:
40,5,32,"(-)<CI><PI2>kidigamo hijanaria kaimoni.”<CI><PI0>Asohiki ida Deua bivava'isohihi'bo'da'iki athini. Hovani a'onira onava'isohijahakiki bana ho Deua binofikia. Gamo makhira hoariha-ra vi'omaravini kaba'i kidimakhira binahojahahi, gamo hoariha-ra anakarara kaimoni, Jahari kahojaia kahojaiki ada makhira. Makhira hoariha bianakara'ihi ida gamo kidimakhira binahojaha'iki, jaharihi ida hojani hi'iki. Jaharihi jaboni ida makhira anakarani hi'iki kahojai.<CM>"
40,5,33,<TS1>Ija'ari kidivarani-ra kava'ipahinivini varani hini<Ts><sup>(33-34)</sup> Asia vara ni'aha ada Jesus:
40,5,35,"Hari'a arabo onini-ra dioni jaboni hoariha biogaja kaimoni ida iathini ka'oa hini. Deus 'dama kakatirani ida arabo. Hari'a Jerusalém sidaji onini-ra dioni, hoariha biogaja kaimoni ida iathini ka'oa hini. Ija'ari hahavi vakadika'da'di danoki kasidaji ida Jerusalém.<CM>"
40,5,36,"Hoariha-ra inava'isohivini hiki ida varani bada ini'a'iki kidimoni, hari'a i'da'dini onini-ra dioni, hoariha biogaja kaimoni ida ka'oa hini kadavarani. Ni-ikaabokaki ida ika'da'dini kaafani kahoarani-ra ikanavaforivini, ni-ikanapororovini, ni-ikaabokaki ida iabononi-ra ivaka'da'divini.<CM>"
40,5,37,"Hoariha-ra inava'isohivini hiki ida badani inamonahaki, inamonaha'a bana. Hari'a inava'iponi'imarini bana ida hoariha. Jahari kavarani ida hoariha-ra inava'iponi'imarinivini kavaranihi — va'ora ni'aha ada Jesus.<CM>"
40,5,38,<TS1>Ija'ari ka'da'dini-ra kanaabosivini varani hini<Ts><TS3><i>(Lucas 6.29-30)</i><Ts><sup>(38-39)</sup> Asia vara niha ada Jesus:
40,5,39,"(-)<CM>Asohiki ida Deua bivava'isohihi'bo'daki athini. Hovani a'onira onava'isohijahakiki bana ho Deua binofikia. Ija'ari hojai jaharikia vakahojaiki avakadiania, hari'a vana'da'diabosi bana. Ija'ari i'ba'dani-ra kapatahi, hari'a iana'da'diabosi bana. Jahaki ida iroiribanini pitanija bikapataja kaimoni jaboni."
40,5,40,"Ija'ari ira najahariharikia binofiki ida ija'ari nasohiva abono ira honariavini kadamakari-ra iarakhavini, iva'aha bana jaboni ida kadamakari hoariha-ra saarivini."
40,5,41,Sorara ira gathihi daina ikaiba'ija kaimoni kidimoni napaja hirikia. Ikajoamoravini ikaiba'i bana ida daina napaja kidimoni.
40,5,42,"Ija'aria bikanikhariahi ida kadanahina, ino'a bana. Ija'aria birihavini binofihi ida kadanahina, ikanarihaivinihi bana — va'ora ni'aha ada Jesus.<CM>"
40,5,43,"<TS1>Ija'ari kidiva'ahi hiriki-ra nofijahakivini<Ts><TS2>varani hini<Ts><TS3><i>(Lucas 6.27-28, 32-36)</i><Ts><sup>(43-44)</sup> Asia vara niha ada Jesus:"
40,5,44,"(-)<CI><PI>Hari'a va'ora nakaidiva adani vaimajahahiriki.”<CI><PI0>Vakhaniha. Hovani a'onira onava'isohijahakiki bana ho Deua binofikia. Va'ora nakaidiva bana adani a'onira vakaimajahariki. Deu-ra vakanikharia mahija a'onira vanajaharihariki-ra va'ora nakaidivavini. Deus va'ora kajoamoraki adani ija'ari hojai jahakia vakahojaiki, ija'ari hojai jaharikia vakahojaiki vihiki. Deua binavagaki ada safini ija'ari hojai jahakia vakahojaiki, ija'ari hojai jaharikia vakahojaiki vanamana. Deua bihonariaki ada bahi ija'ari hahavi vakadimoni hina, ija'ari kahojai jahaki, ija'ari kahojai jahariki vakadimoni jaboni ada bahi. Vahoariha va'ora avakajoamoraki a'oni, oniani ida kodiabi'i kaisai a'onira nihaja. Deus va'ora kajoamorahahaviki adani ija'ari vajahaki vajahariki. Deus kahojaia vakahojai'a bana.<CM> Ija'ari Deu-ra avigariki va'ora vanakaidivavini adani nofini vihiki. Ija'ari hahavi hojani hiki ida nofini hiki-ra nakaidivavini. Avakadihojai jaboni ida va'ora avanakaidivaki adani a'onira vanofiki. Va'ora nakaidiva jaboni bana adani a'onira vanofiriki. Va'ora avanakaidivariha; ni-Deus avajahani arafiani-ra kahiki. Ni-Deus avakadihojai-ra naabosiki kidinahina jahakia.<CM>"
40,5,47,Avakadihojai hiki va'ora avanavaravaraki adani avakadiva'ahi. Ija'ari Deu-ra avigariki jaboni va'ora vanavaravaraki adani nofini vihiki. Va'ora vanavaravara jaboni bana adani a'onira vanofiriki. Va'ora avanavaravarariha adani a'onira vanofiriki; ni-Deus avakadihojai jahani arafiani-ra kahiki. Ni-Deus avakadihojai-ra naabosiki kidinahina jahakia.<CM>
40,5,48,Deua binofiki ida ija'ari hahavi-ra va'ora avanakaidivavini. Nimania ida kidihojai jahaki. Kidihojai jahaka'oakia vakahojai'a bana. Jahaka'oaki ada avakadiabi'i nama hojaki. Ovari fori vihi'a bana — va'ora ni'aha ada Jesus.<CM>
40,6,1,"<TS1>Ija'ari kajoamorahini varani hini<Ts>Asia vara ni'aha ada Jesus:<CM>—Avaabononi avakava'igairi bana! Hari'a avaabononi vavaboraboraha! Hari'a avaabononi vara vani'a afohanana:<CI><PI>“Onofiki ida vahoariha ojahana-ra vanokivini, oniani ida kodibadani jahakia va'ora onanokiahivini hija.”<CI><PI0>Hari'a vanokivini vanofi. Vanokivini avanofihi; ni-avakadiabi'i nama hojakia binaabosiki bana ida avakadibadani jahaki kidinahina jahakia.<CM> Kanahinariki-ra ino'avini hiki ida kadanahina, hari'a ija'ari hoariha-ra nanamitha bana ino'avini hikia. Ija'ari abononi vaboraborahakia bivajahaki ida vahoariha avigavini, oniani ida kagahinaibakhiani-ra kahibakhiavini hija. Judeus kaija'ari Deu-ra vara vani'avini kagorania abononi vaboraborahaki ida, hagihia adahaki abononi vaboraborahaki jaboni, ija'ari vahoariha-ra va'ora ananamithaonivini hiki ida kanahinariki-ra kajoamora'avini. Binofiki ida kidihojai jahaki-ra vara vani'avini khai vani'avini. Vakava'ibodivarani'a bana hida kodivarani. Ija'ari abononi vaboraborahahi; ni-Deua binaabosiki ida kanahinariki-ra kajoamoravini kidinahina jahakia. Kanahinariki-ra kajoamoravini abosinia gahina'iki hida ija'ari vahoariha kidihojai jahaki-ra vara vavani'avini.<CM>"
40,6,3,"Ija'ari kanahinariki-ra ikajoamoravini kamahini, ahojaia ino'a bana mahija ija'ari hoariha ino'avini biogaravini, ni-kadava'ahi, ni-kadaija'ari igorani maakarinia hojakia biogavini jahaki. Hari'a avaabononi vavaboraboraha. Hari'a avakadibadani jahakia vahoariha-ra va'ora vananamitha. Avakadiabi'ia binokiki ida ahojaia kanahinariki-ra ikajoamoravini, ovaria binaabosiki bana ida kadabadani jahaki kidinahina jahakia.<CM>"
40,6,5,"<TS1>Jesus va'ora ka'ojomo'ivini hiki Deu-ra vara vani'ara kaimoni<Ts><TS3><i>(Lucas 11.2-4)</i><Ts>Asia vara niha ada Jesus:<CM>—Deu-ra vara avani'avini, hari'a ija'ari abononi vaboraborahaki fori vihi. Va'oaniaro vavajahaki ida judeus kaija'ari Deu-ra vara vani'avini kagorania vigaana, vahoariha vanokija kaimoni ida Deu-ra vara vani'avini. Vavajahaki ida ija'ari vaipohikia vavaradahaki kania Deu-ra vara vani'avini, vahoariha va'ora vanokira kaimoni. Vakava'ibodivarani bana hida kodivarani. Ija'ari abononi vaboraborahahi; ni-Deua binaabosiki ida ija'ari. Deu-ra vara ni'avini abosinia gahina'iki hida ija'ari vahoariha kidihojai jahakia vakavaranina.<CM>"
40,6,6,"A'onivani, Deu-ra vara avani'avini, avagorani katokinia avikha afohanana bana, vaaka'oaha bana ida bakatha mahija hoariha a'onira nokiravini. Nokiariha ada avakadiabi'i nama hojaki. Ahojani kaba'i ida vara avani'avini kidimoni, ovaria binokiki ida, a'onira no'avini hiki bana ida avakanikhariavini hiki.<CM>"
40,6,7,Deu-ra vara avani'avini vani hari'a vidioni'imarini afobakhia ida avaathini Deu-ra avani'avini hi'iki. Vakhanimanira adani ija'ari Deu-ra avigariki. Deua bikamithaki vavanihaki ida vakadivarani vana'oadaki.
40,6,8,"Hari'a va'oaniaro fori vihi. Deu-ra vara avani'avini viahania, ovaria biogaki ida nahina avakainamoki.<CM>"
40,6,9,Nimania bana hida varani Deu-ra vara avani'avini kaimoni:<CI><PI>“Akadiabi'i nama ihojaki i.<CI><PI2>Anofiki ida ija'ari hahavi ijahaka'oani-ra avigavini.<CI>
40,6,10,<PI>Anofiki ida ija'ari hahavi-ra va'ora ivaka'da'divini.<CI><PI2>Kadania nama vahojakia khai vani'aki ida kadabadania vakabadanina.<CI>Anofiki ida va'oaniaro fori arihina badani inofikia akabadanina jaboni.<CI>
40,6,11,"<PI>Hidakaba'i haria no'a bana 'baia, arihaki kaimoni.<CI>"
40,6,12,Anofiki ida akadihojai asohiriki-ra ina'biravini.<CI><PI2>Vahoariha vakadihojai asohiriki akadiania aakava'i'birinivini vani fori hini anofiki jaboni ida akadihojai asohiriki-ra iakava'i'birinivini jaboni.<CI>
40,6,13,"<PI>Haria kajoamora bana mahija kaborohirohi arihina kaba'i,<CI><PI2>Jahari athi-ra akamitharavini.<CI>Haria kajoamora bana mahija Jahari kahojai-ra anofijanaravini.<CI>Ivani ka'da'di hoarana i, hahavi-ra ivaka'da'diki i.<CI>Idanoki i, ikaabokaki ida hahavi inofiki.<CI>Aradahaki ida ijahani vahoariha hahavi ni-vajahanana aradahaki.<CI>Nimania ida kadahojai mahi anokhomirikia. Hari ida vani oamani.”<CM>"
40,6,14,Vahoariha vakadihojai asohiriki-ra avarakava'i'birinihi; avakadihojai asohiriki-ra akava'i'biriniha ada avakadiabi'i nama hojaki. Vahoariha vakadihojai asohiriki-ra avarakava'i'birinirihi; ni-avakadiabi'i avakadihojai asohiriki-ra akava'i'biriniki jaboni. Va'ora avarakariakarihi; ni-Deus a'onira akariakaki jaboni — va'ora ni'aha ada Jesus.<CM>
40,6,16,"<TS1>Ija'ari 'bairini hojani<Ts><TS2>varani hini<Ts>Asia vara niha ada Jesus:<CM>—Avi'bairini avahojani kamahini Deu-ra vara avani'aka'oaja kaimoni, hari'a avanokhoni-ra vanahamara mahija vahoariha avi'bairini avahojani-ra avigaravini. Ija'ari abononi vaboraborahakia vanofiki ida vahoariha avigavini. Vakava'ibodivarani bana hida kodivarani. Vi'bairina vahojana vahoariha va'ora khai vani'ara kaimoni, ni-Deua binaabosirihi bana ida vi'bairina vahojana.<CM>"
40,6,17,"Avi'bairini avahojani kamahini Deu-ra vara avani'aka'oaja kaimoni, visoko bana oni avanokhoni, avaka'da'dini-ra vakavamisaiha jaboni mahija vahoariha avi'bairini avahojani-ra avigaravini. Nokiariha ada avakadiabi'i. Ovari hoarana biogaki ida avi'bairini avahojani. Binokihi ida avi'bairini avahojani, oniani ida a'onira naabosivini hija bana kidinahina jahakia — va'ora ni'aha ada Jesus.<CM>"
40,6,19,"<TS1>Nahina nakaidivavahaki varani hini<Ts><TS3><i>(Lucas 12.33-34)</i><Ts>Vara ni'ianaha ada Jesus:<CM>—Vanofi bana ida nahina jahaki Deus a'onira no'avini hiki bana kidiania. Hari'a avana'ba'di ida bana avakadinahina kaidivaki hidiaja. Ni-a'bo'daki ida kadanahina avarana'ba'diki hidiaja. Va'ba'ba bana binihimaki bana ida avakadinahina. Ferrugem jabonia bana binihimaki bana ida avakadinahina. Ija'aria avana'bakhajakosi hida avagorani, avakadinahina bavini hiki-ra vabo'diara kaimoni.<CM>"
40,6,20,"Avana'ba'di bana ida avakadinahina avanakaidivaki Deus kania nama mahija avanaibavijahavini. Ni-va'ba'ba, ni-ferrugem jabonia binihimaki bana ida avakadinahina. Ni-ija'aria vakaabokaki ida ibavi-ra vana'bakhanivini, vabo'diaja kaimoni ida avakadinahina avanakaidivaki."
40,6,21,Avakadinahina avanakaidivavini arafiahi; avakadinahina-ra avakava'ibodivaraniha'oadahahi. Deu-ra avanakaidivavini arafiahi; Deu-ra avakava'ibodivaraniha'oadahahi — va'ora ni'aha ada Jesus.<CM>
40,6,22,<TS1>Nokhoi 'ba'dani lamparina fori hini<Ts><TS3><i>(Lucas 11.34-36)</i><Ts>Vara ni'ianaha ada Jesus:<CM>—Lamparina fori hiki ida ija'ari nokhoni vagani. Avanokhoni vagani jahahi; hahavi-ra avanokihi. Mahi vagania avaadahani fori hihi; nahina-ra avanokivini hiki avanokhoni jahani.<CM>
40,6,23,"Avanokhoni 'ba'dani jaharihi; ni-nahina-ra avanokiki, joma bakibakinia adahai fori hiki hida. Jahari kabadania avakabadanihi; joma bakibakinia avaadahani fori avihiki bana a'oni. Avava'ini ogairiva bana mahija Jahari kabadania avakabadaniravini. Jahari kabadani-ra avakava'ipahinivini naothinia Jahari kabadania avakabadani'ianahi, joma bakibakinia avaadaha'ianaki fori avihi'ianahi bana. Jahari'oamanija ida bakibakiki fori hiki avaadaha'ianani bana — va'ora ni'aha ada Jesus.<CM>"
40,6,24,"<TS1>Ka'da'di vi'bamiki varani vihina hida<Ts><TS3><i>(Lucas 16.13; 12.22-31)</i><Ts>Vara ni'ianaha ada Jesus:<CM>—Honai abonoa ni-bikaabokaki ida ka'da'di vi'bamiki vaathi-ra naabahaha'oadahavini. Bivajahaki ada ka'da'di hoarana, athi-ra naabavini jaboni. Bada bini'avini oadani ida ka'da'di kabadani, ni-bikaabokaki ida ka'da'di hoariha athi-ra naabavini, oniani ida bikajonivini hija.<CM>Ka'da'di ada Deus. Ka'da'di fori hiki ida jiniro. Ija'ari va'ini-ra nahonariahihivini fori hiki ida jiniro. Ija'aria biva'ahavini oadani ida jiniro va'ini nava'ihonariahihini hini, ni-biva'ahaki ada Deus va'i nahonariahihini hini.<CM>"
40,6,25,"<TS1>Hari'a avava'ini soko iniva<Ts>Oniaroa, Jesus va'ora ni'aha adani ija'ari:<CM>—A'onira onava'isohiki bana ho. Hari'a avakava'isokoniha'oadaha ida 'bai avahaki kaimoni-ra avagathanivini, paha avi'aviki kaimoni-ra avagathanivini. Hari'a avakava'isokoniha'oadaha ida avakadimakari avakaimahaki-ra avavahojaravini. Avakadimahi hirihi ida avakadi'bai. Ni-avaabononi hirihi ida avakadimakari jaboni. Jahaki ida avakadi'bai-ra avanako'dihavini, makari-ra avavahojavini jaboni. Avanofivini kaba'i ida 'bai, makari hiki, hari'a avava'ini-ra nahonariahihiva bana ida makari, 'bai hiki. Deus a'onira no'avini hi'iki ida avakadimahi; a'onira kaijahitaki jaboni ada.<CM>"
40,6,26,"Vada va'ora vani'a bana adani igitha varaboki 'bai-ra vanako'dihavini, kaba'i ni-vava'i soko iniki. Ni-varakhajahaki, ni-vidoraki ida rakhajahi bononi. Ni-vanamonahaki ida bavi, rakhajahi bononi ibavijahani kagorani kaimoni, kaba'i avakadiabi'i nama hojaki va'ora kaijahitaki adani igitha. Deus va'ora nakaidivaki adani igitha varaboki, Deus a'onira nakaidivavini arafiaki a'oni.<CM>"
